------------------------------------------------------ 
:: Load Love Numbers (Load-Deformation Coefficients) 
:: Computed at 03:59PM on December 28, 2018
------------------------------------------------------ 
:: Material Parameters 
Planet-Radius (m) | Planet-Mass (kg) | Lambda-Surface (Pa) | Mu-Surface (Pa) | Gravity-Surface (m/s^2) 
6371000.0 5.97324441059e+24 34216026218.0 26623910437.0 9.81863493384
------------------------------------------------------ 
:: Asymptotic Love Numbers 
hp     |     hpp     |     nlp     |     nlpp     |     nkp     |     nkpp 
-6.20875185901 6.15234155125 1.88993805916 -0.252810390866 -2.6824947171 8.04177729086
------------------------------------------------------ 
******************   Love Numbers   ****************** 
n   |   h   |   nl   |   nk | h_asymptotic | nl_asymptotic | nk_asymptotic 
   7681   -6.2079518062    1.8899055205   -2.6814483777   -6.2079508772    1.8899051454   -2.6814477470
   7682   -6.2079519102    1.8899055247   -2.6814485359   -6.2079509814    1.8899051497   -2.6814478833
   7683   -6.2079520143    1.8899055289   -2.6814486972   -6.2079510857    1.8899051540   -2.6814480195
   7684   -6.2079521182    1.8899055331   -2.6814487782   -6.2079511899    1.8899051583   -2.6814481558
   7685   -6.2079522222    1.8899055373   -2.6814489461   -6.2079512941    1.8899051626   -2.6814482919
   7686   -6.2079523261    1.8899055415   -2.6814491174   -6.2079513982    1.8899051668   -2.6814484281
   7687   -6.2079524300    1.8899055456   -2.6814491980   -6.2079515024    1.8899051711   -2.6814485642
   7688   -6.2079525338    1.8899055498   -2.6814493656   -6.2079516065    1.8899051754   -2.6814487003
   7689   -6.2079526377    1.8899055540   -2.6814495053   -6.2079517105    1.8899051797   -2.6814488363
   7690   -6.2079527415    1.8899055582   -2.6814496066   -6.2079518146    1.8899051839   -2.6814489723
   7691   -6.2079528453    1.8899055623   -2.6814497847   -6.2079519186    1.8899051882   -2.6814491083
   7692   -6.2079529490    1.8899055665   -2.6814499245   -6.2079520226    1.8899051925   -2.6814492442
   7693   -6.2079530528    1.8899055707   -2.6814500365   -6.2079521266    1.8899051968   -2.6814493801
   7694   -6.2079531565    1.8899055749   -2.6814502149   -6.2079522305    1.8899052010   -2.6814495160
   7695   -6.2079532601    1.8899055791   -2.6814503132   -6.2079523344    1.8899052053   -2.6814496518
   7696   -6.2079533638    1.8899055832   -2.6814504571   -6.2079524383    1.8899052096   -2.6814497876
   7697   -6.2079534674    1.8899055874   -2.6814505943   -6.2079525422    1.8899052138   -2.6814499234
   7698   -6.2079535710    1.8899055916   -2.6814507457   -6.2079526460    1.8899052181   -2.6814500591
   7699   -6.2079536746    1.8899055957   -2.6814508381   -6.2079527498    1.8899052224   -2.6814501948
   7700   -6.2079537781    1.8899055999   -2.6814510286   -6.2079528536    1.8899052266   -2.6814503304
   7701   -6.2079538816    1.8899056041   -2.6814511287   -6.2079529574    1.8899052309   -2.6814504661
   7702   -6.2079539851    1.8899056082   -2.6814512642   -6.2079530611    1.8899052352   -2.6814506016
   7703   -6.2079540886    1.8899056124   -2.6814513931   -6.2079531648    1.8899052394   -2.6814507372
   7704   -6.2079541920    1.8899056166   -2.6814515469   -6.2079532685    1.8899052437   -2.6814508727
   7705   -6.2079542954    1.8899056207   -2.6814516733   -6.2079533721    1.8899052479   -2.6814510082
   7706   -6.2079543988    1.8899056249   -2.6814518458   -6.2079534757    1.8899052522   -2.6814511436
   7707   -6.2079545021    1.8899056290   -2.6814519384   -6.2079535793    1.8899052565   -2.6814512790
   7708   -6.2079546054    1.8899056332   -2.6814520351   -6.2079536829    1.8899052607   -2.6814514144
   7709   -6.2079547088    1.8899056374   -2.6814522200   -6.2079537864    1.8899052650   -2.6814515497
   7710   -6.2079548120    1.8899056415   -2.6814523251   -6.2079538899    1.8899052692   -2.6814516850
   7711   -6.2079549153    1.8899056457   -2.6814524764   -6.2079539934    1.8899052735   -2.6814518203
   7712   -6.2079550185    1.8899056498   -2.6814526215   -6.2079540969    1.8899052777   -2.6814519555
   7713   -6.2079551217    1.8899056540   -2.6814527394   -6.2079542003    1.8899052820   -2.6814520907
   7714   -6.2079552248    1.8899056581   -2.6814528826   -6.2079543037    1.8899052862   -2.6814522259
   7715   -6.2079553280    1.8899056623   -2.6814530617   -6.2079544071    1.8899052905   -2.6814523610
   7716   -6.2079554311    1.8899056664   -2.6814531403   -6.2079545104    1.8899052947   -2.6814524961
   7717   -6.2079555342    1.8899056706   -2.6814532863   -6.2079546138    1.8899052990   -2.6814526311
   7718   -6.2079556372    1.8899056747   -2.6814534262   -6.2079547171    1.8899053032   -2.6814527662
   7719   -6.2079557403    1.8899056789   -2.6814535602   -6.2079548203    1.8899053075   -2.6814529012
   7720   -6.2079558433    1.8899056830   -2.6814536988   -6.2079549236    1.8899053117   -2.6814530361
   7721   -6.2079559463    1.8899056872   -2.6814538629   -6.2079550268    1.8899053159   -2.6814531710
   7722   -6.2079560492    1.8899056913   -2.6814539581   -6.2079551300    1.8899053202   -2.6814533059
   7723   -6.2079561521    1.8899056954   -2.6814540685   -6.2079552331    1.8899053244   -2.6814534407
   7724   -6.2079562550    1.8899056996   -2.6814542046   -6.2079553363    1.8899053287   -2.6814535756
   7725   -6.2079563579    1.8899057038   -2.6814543665   -6.2079554394    1.8899053329   -2.6814537103
   7726   -6.2079564607    1.8899057079   -2.6814544911   -6.2079555425    1.8899053371   -2.6814538451
   7727   -6.2079565636    1.8899057120   -2.6814546205   -6.2079556455    1.8899053414   -2.6814539798
   7728   -6.2079566663    1.8899057162   -2.6814548073   -6.2079557486    1.8899053456   -2.6814541144
   7729   -6.2079567691    1.8899057203   -2.6814548833   -6.2079558516    1.8899053498   -2.6814542491
   7730   -6.2079568719    1.8899057244   -2.6814550483   -6.2079559545    1.8899053541   -2.6814543837
   7731   -6.2079569746    1.8899057286   -2.6814551762   -6.2079560575    1.8899053583   -2.6814545182
   7732   -6.2079570773    1.8899057327   -2.6814553302   -6.2079561604    1.8899053625   -2.6814546528
   7733   -6.2079571799    1.8899057368   -2.6814554260   -6.2079562633    1.8899053668   -2.6814547873
   7734   -6.2079572826    1.8899057410   -2.6814555900   -6.2079563662    1.8899053710   -2.6814549217
   7735   -6.2079573852    1.8899057451   -2.6814557381   -6.2079564690    1.8899053752   -2.6814550562
   7736   -6.2079574877    1.8899057492   -2.6814558492   -6.2079565718    1.8899053794   -2.6814551906
   7737   -6.2079575903    1.8899057534   -2.6814560391   -6.2079566746    1.8899053837   -2.6814553249
   7738   -6.2079576928    1.8899057575   -2.6814561079   -6.2079567774    1.8899053879   -2.6814554592
   7739   -6.2079577953    1.8899057616   -2.6814562556   -6.2079568801    1.8899053921   -2.6814555935
   7740   -6.2079578978    1.8899057657   -2.6814563876   -6.2079569828    1.8899053963   -2.6814557278
   7741   -6.2079580002    1.8899057698   -2.6814564827   -6.2079570855    1.8899054005   -2.6814558620
   7742   -6.2079581027    1.8899057740   -2.6814566884   -6.2079571882    1.8899054048   -2.6814559962
   7743   -6.2079582051    1.8899057781   -2.6814567626   -6.2079572908    1.8899054090   -2.6814561303
   7744   -6.2079583074    1.8899057822   -2.6814569265   -6.2079573934    1.8899054132   -2.6814562645
   7745   -6.2079584098    1.8899057863   -2.6814570537   -6.2079574960    1.8899054174   -2.6814563985
   7746   -6.2079585121    1.8899057904   -2.6814572074   -6.2079575985    1.8899054216   -2.6814565326
   7747   -6.2079586144    1.8899057946   -2.6814573245   -6.2079577011    1.8899054258   -2.6814566666
   7748   -6.2079587166    1.8899057987   -2.6814575314   -6.2079578036    1.8899054300   -2.6814568006
   7749   -6.2079588189    1.8899058028   -2.6814575542   -6.2079579060    1.8899054343   -2.6814569345
   7750   -6.2079589211    1.8899058069   -2.6814576986   -6.2079580085    1.8899054385   -2.6814570684
   7751   -6.2079590233    1.8899058110   -2.6814578486   -6.2079581109    1.8899054427   -2.6814572023
   7752   -6.2079591254    1.8899058152   -2.6814580148   -6.2079582133    1.8899054469   -2.6814573361
   7753   -6.2079592275    1.8899058193   -2.6814580813   -6.2079583157    1.8899054511   -2.6814574699
   7754   -6.2079593297    1.8899058234   -2.6814582380   -6.2079584180    1.8899054553   -2.6814576037
   7755   -6.2079594318    1.8899058275   -2.6814584004   -6.2079585203    1.8899054595   -2.6814577374
   7756   -6.2079595338    1.8899058316   -2.6814585159   -6.2079586226    1.8899054637   -2.6814578711
   7757   -6.2079596358    1.8899058357   -2.6814586584   -6.2079587249    1.8899054679   -2.6814580048
   7758   -6.2079597378    1.8899058398   -2.6814587963   -6.2079588271    1.8899054721   -2.6814581384
   7759   -6.2079598398    1.8899058439   -2.6814589084   -6.2079589293    1.8899054763   -2.6814582720
   7760   -6.2079599417    1.8899058480   -2.6814590581   -6.2079590315    1.8899054805   -2.6814584056
   7761   -6.2079600436    1.8899058521   -2.6814591716   -6.2079591336    1.8899054847   -2.6814585391
   7762   -6.2079601455    1.8899058562   -2.6814593545   -6.2079592358    1.8899054889   -2.6814586726
   7763   -6.2079602474    1.8899058603   -2.6814594485   -6.2079593379    1.8899054931   -2.6814588061
   7764   -6.2079603493    1.8899058644   -2.6814595908   -6.2079594400    1.8899054973   -2.6814589395
   7765   -6.2079604511    1.8899058685   -2.6814597181   -6.2079595420    1.8899055015   -2.6814590729
   7766   -6.2079605529    1.8899058726   -2.6814598516   -6.2079596440    1.8899055057   -2.6814592062
   7767   -6.2079606546    1.8899058767   -2.6814600018   -6.2079597460    1.8899055099   -2.6814593396
   7768   -6.2079607564    1.8899058808   -2.6814601267   -6.2079598480    1.8899055141   -2.6814594729
   7769   -6.2079608581    1.8899058849   -2.6814602683   -6.2079599499    1.8899055182   -2.6814596061
   7770   -6.2079609598    1.8899058890   -2.6814604375   -6.2079600519    1.8899055224   -2.6814597393
   7771   -6.2079610614    1.8899058931   -2.6814605284   -6.2079601538    1.8899055266   -2.6814598725
   7772   -6.2079611631    1.8899058972   -2.6814606469   -6.2079602556    1.8899055308   -2.6814600057
   7773   -6.2079612647    1.8899059013   -2.6814608035   -6.2079603575    1.8899055350   -2.6814601388
   7774   -6.2079613662    1.8899059053   -2.6814609243   -6.2079604593    1.8899055392   -2.6814602719
   7775   -6.2079614678    1.8899059094   -2.6814610833   -6.2079605611    1.8899055434   -2.6814604049
   7776   -6.2079615693    1.8899059135   -2.6814611536   -6.2079606628    1.8899055475   -2.6814605379
   7777   -6.2079616708    1.8899059176   -2.6814613257   -6.2079607646    1.8899055517   -2.6814606709
   7778   -6.2079617723    1.8899059217   -2.6814613986   -6.2079608663    1.8899055559   -2.6814608038
   7779   -6.2079618738    1.8899059258   -2.6814615839   -6.2079609680    1.8899055601   -2.6814609368
   7780   -6.2079619752    1.8899059299   -2.6814617442   -6.2079610696    1.8899055643   -2.6814610696
   7781   -6.2079620766    1.8899059340   -2.6814618688   -6.2079611712    1.8899055684   -2.6814612025
   7782   -6.2079621779    1.8899059380   -2.6814620002   -6.2079612728    1.8899055726   -2.6814613353
   7783   -6.2079622793    1.8899059421   -2.6814621066   -6.2079613744    1.8899055768   -2.6814614681
   7784   -6.2079623806    1.8899059462   -2.6814622304   -6.2079614760    1.8899055810   -2.6814616008
   7785   -6.2079624819    1.8899059503   -2.6814624034   -6.2079615775    1.8899055851   -2.6814617335
   7786   -6.2079625832    1.8899059544   -2.6814625198   -6.2079616790    1.8899055893   -2.6814618662
   7787   -6.2079626844    1.8899059584   -2.6814626642   -6.2079617805    1.8899055935   -2.6814619988
   7788   -6.2079627856    1.8899059625   -2.6814627626   -6.2079618819    1.8899055976   -2.6814621314
   7789   -6.2079628868    1.8899059666   -2.6814629210   -6.2079619833    1.8899056018   -2.6814622640
   7790   -6.2079629880    1.8899059706   -2.6814630334   -6.2079620847    1.8899056060   -2.6814623965
   7791   -6.2079630891    1.8899059747   -2.6814631741   -6.2079621861    1.8899056101   -2.6814625290
   7792   -6.2079631902    1.8899059788   -2.6814632900   -6.2079622875    1.8899056143   -2.6814626615
   7793   -6.2079632913    1.8899059829   -2.6814634555   -6.2079623888    1.8899056185   -2.6814627939
   7794   -6.2079633924    1.8899059869   -2.6814635752   -6.2079624901    1.8899056226   -2.6814629263
   7795   -6.2079634934    1.8899059910   -2.6814637232   -6.2079625913    1.8899056268   -2.6814630587
   7796   -6.2079635944    1.8899059951   -2.6814638361   -6.2079626926    1.8899056309   -2.6814631910
   7797   -6.2079636954    1.8899059991   -2.6814639986   -6.2079627938    1.8899056351   -2.6814633233
   7798   -6.2079637964    1.8899060032   -2.6814640942   -6.2079628950    1.8899056393   -2.6814634556
   7799   -6.2079638973    1.8899060072   -2.6814642183   -6.2079629961    1.8899056434   -2.6814635878
   7800   -6.2079639982    1.8899060113   -2.6814643392   -6.2079630973    1.8899056476   -2.6814637200
   7801   -6.2079640991    1.8899060154   -2.6814645206   -6.2079631984    1.8899056517   -2.6814638522
   7802   -6.2079641999    1.8899060194   -2.6814646245   -6.2079632995    1.8899056559   -2.6814639843
   7803   -6.2079643008    1.8899060235   -2.6814647465   -6.2079634005    1.8899056600   -2.6814641164
   7804   -6.2079644016    1.8899060276   -2.6814648654   -6.2079635016    1.8899056642   -2.6814642485
   7805   -6.2079645023    1.8899060316   -2.6814650024   -6.2079636026    1.8899056683   -2.6814643805
   7806   -6.2079646031    1.8899060357   -2.6814651470   -6.2079637035    1.8899056725   -2.6814645125
   7807   -6.2079647038    1.8899060397   -2.6814653205   -6.2079638045    1.8899056766   -2.6814646444
   7808   -6.2079648045    1.8899060438   -2.6814654485   -6.2079639054    1.8899056808   -2.6814647764
   7809   -6.2079649052    1.8899060478   -2.6814655629   -6.2079640063    1.8899056849   -2.6814649082
   7810   -6.2079650058    1.8899060519   -2.6814656745   -6.2079641072    1.8899056891   -2.6814650401
   7811   -6.2079651064    1.8899060559   -2.6814658682   -6.2079642081    1.8899056932   -2.6814651719
   7812   -6.2079652070    1.8899060600   -2.6814659634   -6.2079643089    1.8899056974   -2.6814653037
   7813   -6.2079653076    1.8899060640   -2.6814661302   -6.2079644097    1.8899057015   -2.6814654355
   7814   -6.2079654082    1.8899060681   -2.6814662410   -6.2079645105    1.8899057056   -2.6814655672
   7815   -6.2079655087    1.8899060721   -2.6814663385   -6.2079646112    1.8899057098   -2.6814656989
   7816   -6.2079656092    1.8899060762   -2.6814664865   -6.2079647119    1.8899057139   -2.6814658305
   7817   -6.2079657096    1.8899060802   -2.6814665892   -6.2079648126    1.8899057181   -2.6814659622
   7818   -6.2079658101    1.8899060843   -2.6814667638   -6.2079649133    1.8899057222   -2.6814660938
   7819   -6.2079659105    1.8899060883   -2.6814668400   -6.2079650139    1.8899057263   -2.6814662253
   7820   -6.2079660109    1.8899060923   -2.6814669987   -6.2079651146    1.8899057305   -2.6814663568
   7821   -6.2079661112    1.8899060964   -2.6814671549   -6.2079652152    1.8899057346   -2.6814664883
   7822   -6.2079662116    1.8899061004   -2.6814672873   -6.2079653157    1.8899057387   -2.6814666198
   7823   -6.2079663119    1.8899061045   -2.6814674066   -6.2079654163    1.8899057429   -2.6814667512
   7824   -6.2079664122    1.8899061085   -2.6814675341   -6.2079655168    1.8899057470   -2.6814668826
   7825   -6.2079665125    1.8899061125   -2.6814676805   -6.2079656173    1.8899057511   -2.6814670139
   7826   -6.2079666127    1.8899061166   -2.6814677926   -6.2079657177    1.8899057553   -2.6814671452
   7827   -6.2079667129    1.8899061206   -2.6814679236   -6.2079658182    1.8899057594   -2.6814672765
   7828   -6.2079668131    1.8899061246   -2.6814680204   -6.2079659186    1.8899057635   -2.6814674078
   7829   -6.2079669133    1.8899061287   -2.6814681787   -6.2079660190    1.8899057676   -2.6814675390
   7830   -6.2079670134    1.8899061327   -2.6814683029   -6.2079661193    1.8899057718   -2.6814676702
   7831   -6.2079671135    1.8899061367   -2.6814684249   -6.2079662197    1.8899057759   -2.6814678013
   7832   -6.2079672136    1.8899061408   -2.6814685767   -6.2079663200    1.8899057800   -2.6814679325
   7833   -6.2079673137    1.8899061448   -2.6814686944   -6.2079664203    1.8899057841   -2.6814680635
   7834   -6.2079674137    1.8899061488   -2.6814688206   -6.2079665205    1.8899057882   -2.6814681946
   7835   -6.2079675137    1.8899061529   -2.6814689767   -6.2079666208    1.8899057924   -2.6814683256
   7836   -6.2079676137    1.8899061569   -2.6814691095   -6.2079667210    1.8899057965   -2.6814684566
   7837   -6.2079677136    1.8899061609   -2.6814692509   -6.2079668212    1.8899058006   -2.6814685875
